Recency_scaled,Frequency_scaled,Monetary_scaled,CustomerID
2.33485828570337,-0.4246748734787591,8.359633912343535,12346.0
-0.9051993140053222,0.35408019140438624,0.251046357760132,12347.0
-0.1751863362931786,-0.03529734103718643,-0.028546450385135785,12348.0
-0.7351962917983846,-0.4246748734787591,-0.03296272514089666,12349.0
2.174855441273311,-0.4246748734787591,-0.19131549457050306,12350.0
-0.5651932695914471,0.4838727022182438,0.050321162285141434,12352.0
1.1148365969241711,-0.4246748734787591,-0.2186209575350714,12353.0
1.394841574676774,-0.4246748734787591,-0.1084199366707337,12354.0
1.2148383746929579,-0.4246748734787591,-0.17740684391617936,12355.0
-0.69519558069087,-0.165089851851044,0.0843016648717328,12356.0
-0.5951938029220831,-0.4246748734787591,0.462198590457656,12357.0
-0.9051993140053222,-0.29488236266490153,-0.09855480893463499,12358.0
-0.3451893585001161,-0.03529734103718643,0.48054799509289214,12359.0
-0.4051904251613882,-0.165089851851044,0.06768138368584213,12360.0
1.9448513524051014,-0.4246748734787591,-0.20739389472690128,12361.0
-0.8951991362284435,0.743457723845959,0.3529945416722201,12362.0
0.1748198858975752,-0.29488236266490153,-0.16710331551145635,12363.0
-0.8451982473440501,-0.03529734103718643,-0.08241632340741009,12364.0
1.9848520635126161,-0.29488236266490153,-0.1571580739475887,12365.0
-0.8851989584515648,-0.4246748734787591,-0.20973054803682767,12367.0
-0.4151906029382669,-0.03529734103718643,0.1660021915072827,12370.0
-0.47519166959953896,-0.29488236266490153,-0.018452108086253798,12371.0
-0.20518686962381463,-0.165089851851044,-0.08409203763824301,12372.0
2.1848556190501895,-0.4246748734787591,-0.18795516457241848,12373.0
-0.6751952251371125,-0.4246748734787591,-0.1458586861560161,12374.0
-0.815197714013414,-0.29488236266490153,-0.17761825540612508,12375.0
2.2248563301577042,-0.29488236266490153,-0.04736429837440962,12377.0
0.3748234414351488,-0.4246748734787591,0.21751204468653132,12378.0
-0.10518509185502782,-0.29488236266490153,-0.1336958493318231,12379.0
-0.7051957584677486,-0.03529734103718643,0.07466352631431264,12380.0
-0.8751987806746861,0.09449516977667113,-0.023197739689509063,12381.0
0.9248332191634762,0.09449516977667113,-0.022613576362027467,12383.0
-0.6351945140295978,-0.29488236266490153,-0.16340138905330154,12384.0
2.454860419025914,-0.29488236266490153,-0.18380482321716826,12386.0
-0.7651968251290207,0.2242876805905287,0.08087791142666446,12388.0
-0.12518544740878518,-0.4246748734787591,-0.16734365699476306,12390.0
-0.7051957584677486,-0.4246748734787591,-0.17724105280037983,12391.0
-0.20518686962381463,-0.03529734103718643,-0.05242927259668812,12393.0
-0.28518829183884403,-0.29488236266490153,-0.0869360785240391,12394.0
-0.7351962917983846,1.0030427454736741,0.10735664419633982,12395.0
-0.5651932695914471,-0.29488236266490153,0.03962374089388799,12397.0
-0.4651914918226603,-0.4246748734787591,-0.04652532856694082,12398.0
0.2648214858894833,-0.03529734103718643,-0.10516531241762195,12399.0
2.10485419683516,-0.4246748734787591,-0.21914392279967398,12401.0
2.304857752372734,-0.4246748734787591,-0.20342158410002645,12402.0
-0.42519078071514554,-0.4246748734787591,-0.18093407772211584,12403.0
0.5648268191958437,-0.4246748734787591,-0.0382101808597599,12405.0
-0.7051957584677486,-0.29488236266490153,0.15149379983674455,12406.0
-0.42519078071514554,0.09449516977667113,-0.03846276195564241,12407.0
-0.5951938029220831,0.09449516977667113,0.09288274597942439,12408.0
-0.13518562518566388,-0.165089851851044,1.0035232739239353,12409.0
2.1648552634964324,-0.29488236266490153,-0.1513776387356518,12410.0
-0.1751863362931786,-0.165089851851044,-0.0920099542827364,12412.0
-0.255187758508208,-0.165089851851044,-0.1441707323126074,12413.0
1.2448389080235938,-0.165089851851044,-0.1659450030849643,12414.0
-0.6851954029139912,2.171175342798392,13.670616558551371,12415.0
-0.8951991362284435,0.6136652130321014,0.1775085400205916,12417.0
0.20482041922821123,-0.4246748734787591,-0.15413155156520789,12418.0
-0.28518829183884403,-0.4246748734787591,-0.16171899867015457,12420.0
-0.7651968251290207,-0.03529734103718643,-0.13872521740842658,12421.0
0.034817397021273684,-0.165089851851044,-0.13911243424264294,12422.0
-0.9151994917822008,0.4838727022182438,-0.021639970816224804,12423.0
0.7048293080721452,-0.29488236266490153,-0.0325832971510467,12424.0
-0.14518580296254255,-0.4246748734787591,-0.1420454904926267,12425.0
1.024834996932263,-0.4246748734787591,-0.1636840128345974,12426.0
-0.7051957584677486,-0.165089851851044,-0.13663780711822568,12427.0
-0.6651950473602338,0.6136652130321014,0.6567850638798542,12428.0
-0.8351980695671714,-0.03529734103718643,0.18878011051085558,12429.0
-0.4951920251532963,-0.4246748734787591,-0.1999944925788011,12430.0
-0.5651932695914471,1.3924202779152468,0.4933294886981895,12431.0
-0.4951920251532963,0.09449516977667113,0.33442259862651474,12432.0
-0.9151994917822008,0.35408019140438624,1.2597985074202425,12433.0
-0.07518455852439179,-0.29488236266490153,-0.13882535969313772,12434.0
-0.12518544740878518,-0.29488236266490153,0.6427017205733122,12435.0
0.07481810812878839,-0.4246748734787591,-0.17188677864449137,12436.0
-0.9051993140053222,1.7817978103568195,0.3224155386896502,12437.0
-0.785197180682778,-0.29488236266490153,0.09491897243521735,12438.0
2.744865574555396,-0.4246748734787591,-0.20921314623248685,12441.0
-0.8951991362284435,-0.4246748734787591,-0.2093789373482864,12442.0
-0.7151959362446273,0.09449516977667113,0.3284296392325798,12444.0
-0.7051957584677486,-0.4246748734787591,-0.2136806048226556,12445.0
-0.3451893585001161,-0.4246748734787591,-0.11699767970226824,12446.0
1.5048435302224394,-0.4246748734787591,-0.1755052531987202,12447.0
-0.48519184737641763,-0.4246748734787591,-0.17851397250826354,12448.0
-0.7051957584677486,-0.03529734103718643,0.2240402089576447,12449.0
0.6348280636339945,-0.29488236266490153,-0.20650596646912928,12450.0
-0.815197714013414,0.09449516977667113,0.7768512124802907,12451.0
-0.755196647352142,-0.29488236266490153,-0.1806147351030926,12452.0
0.41482415254266347,-0.4246748734787591,-0.1498465744716238,12453.0
-0.36518971405387346,-0.4246748734787591,0.16407167079646257,12454.0
-0.19518669184693593,0.2242876805905287,0.045961634824050225,12455.0
-0.48519184737641763,-0.165089851851044,0.12542787581848952,12456.0
-0.2651879362850867,0.35408019140438624,0.03443080708558968,12457.0
-0.2151870474006933,-0.29488236266490153,-0.12310747176169955,12458.0
0.014817041467516322,-0.29488236266490153,-0.1365176363765723,12461.0
-0.7351962917983846,-0.29488236266490153,-0.09615918294593427,12462.0
-0.39519024738450953,-0.03529734103718643,-0.07889131498557828,12463.0
-0.8251978917902927,0.4838727022182438,-0.09366007659636538,12464.0
-0.755196647352142,-0.29488236266490153,-0.14594102536788972,12465.0
0.9548337524941122,-0.29488236266490153,-0.1473485808141073,12468.0
-0.9051993140053222,3.3393079401231103,1.977282371229819,12471.0
-0.6051939806989618,0.35408019140438624,0.5027495396133498,12472.0
-0.6351945140295978,0.09449516977667113,0.2097154114757436,12473.0
-0.755196647352142,1.7817978103568195,0.592174374476285,12474.0
-0.38519006960763086,-0.4246748734787591,-0.14803399911835236,12475.0
-0.7651968251290207,0.8732502346598165,0.5299337191442125,12476.0
-0.69519558069087,0.2242876805905287,1.2424260464069659,12477.0
-0.8851989584515648,-0.4246748734787591,-0.15275070072824662,12478.0
-0.815197714013414,-0.4246748734787591,-0.16986279180127417,12479.0
-0.6451946918064765,-0.03529734103718643,0.13662044517303693,12480.0
-0.69519558069087,0.743457723845959,0.3941741618374895,12481.0
-0.755196647352142,0.4838727022182438,0.04797783282290098,12483.0
-0.5951938029220831,0.2242876805905287,0.2768296579970912,12484.0
-0.8251978917902927,-0.165089851851044,-0.08402305073099754,12488.0
2.434860063472157,-0.4246748734787591,-0.19125652189172873,12489.0
-0.8751987806746861,0.743457723845959,0.37432484831569107,12490.0
-0.535192736260811,-0.4246748734787591,-0.17729557471094476,12491.0
-0.2951884696157227,-0.29488236266490153,-0.19923674929115354,12492.0
0.7348298414027812,-0.29488236266490153,-0.18026201172249892,12493.0
-0.7651968251290207,0.35408019140438624,-0.08987136015812758,12494.0
-0.10518509185502782,-0.4246748734787591,-0.11245900882074933,12497.0
-0.7151959362446273,-0.165089851851044,-0.183604538647746,12498.0
-0.69519558069087,0.8732502346598165,0.24524033063099107,12500.0
